adress,rooms,size,measure,level,repair,wall,price,status
 Шайхантахурский район,2,69,,5/7,Евроремонт,Кирпичный,1 700,аренду
 Шайхантахурский район,2,69,,6/6,Евроремонт,Кирпичный,1 500,аренду
 Яшнободский район,3,191,,2/7,Евроремонт,Кирпичный,1 500,аренду
 Юнусабадский район,3,99,,7/9,Евроремонт,Кирпичный,1 300,аренду
 Чиланзарский район,2,52,,3/4, , ,400,аренду
 Юнусабадский район,3,108,,2/8,Евроремонт,Кирпичный,3 000,аренду
 Шайхантахурский район,3,100,,4/8,Евроремонт,Кирпичный,2 000,аренду
 Юнусабадский район,3,107,,6/9,Евроремонт,Кирпичный,1 400,аренду
 Яшнободский район,3,99,,2/4,Евроремонт,Кирпичный,1 400,аренду
 Мирзо-Улугбекский район,3,79,,2/4,Евроремонт,Кирпичный,1 249,аренду
 Яккасарайский район,2,55,,4/4,Евроремонт,Кирпичный,700,аренду
 Юнусабадский район,3,107,,5/9,Евроремонт,Кирпичный,1 000,аренду
 Юнусабадский район,3,107,,2/9,Евроремонт,Кирпичный,1 300,аренду
 Мирзо-Улугбекский район,4,135,,3/5,Евроремонт,Кирпичный,1 500,аренду
 Мирабадский район,4,200,,2/7,Евроремонт,Кирпичный,2 500,аренду
 Шайхантахурский район,2,69,,4/6,Евроремонт,Кирпичный,1 800,аренду
 Мирабадский район,3,97,,4/4,Евроремонт,Кирпичный,900,аренду
 Шайхантахурский район,3,105,,1/9,Евроремонт,Кирпичный,2 300,аренду
 Бектемирский район,2,70,,5/5,Евроремонт,Кирпичный,400,аренду
 Яшнободский район,3,150,,2/5,Евроремонт,Кирпичный,1 100,аренду
 Мирабадский район,4,185,,6/8,Евроремонт,Кирпичный,2 000,аренду
 Мирабадский район,4,228,,4/8,Евроремонт,Кирпичный,2 000,аренду
 Яшнободский район,2,50,,8/8,Лифт,Телефонная линия,800,аренду
 Яккасарайский район,2,58,,2/3,Холодильник,Газоснабжение,1 000,аренду
 Юнусабадский район,1,26,,2/4,Евроремонт,Кирпичный,350,аренду
 Юнусабадский район,1,38,,4/5,Черновая отделка,Панельный,300,аренду
 Шайхантахурский район,2,63,,5/9,Евроремонт,Панельный,650,аренду
 Юнусабадский район,3,78,,3/5,Черновая отделка,Панельный,450,аренду
 Мирабадский район,4,90,,14/16,Черновая отделка,Панельный,650,аренду
 Юнусабадский район,3,75,,1/4,Черновая отделка,Панельный,400,аренду
 Мирабадский район,1,38,,3/4,Средний,Холодильник,350,аренду
 Юнусабадский район,3,71,,6/9,Евроремонт,Панельный,500,аренду
 Юнусабадский район,3,71,,6/9,Евроремонт,Панельный,500,аренду
 Мирзо-Улугбекский район,2,76,,15/16,Евроремонт,Монолитный,650,аренду
 Юнусабадский район,2,60,,4/4,Черновая отделка,Кирпичный,700,аренду
 Юнусабадский район,3,70,,1/5,Евроремонт,Панельный,500,аренду
 Мирабадский район,2,60,,3/4,Евроремонт,Кирпичный,700,аренду
 Чиланзарский район,6+,200,,7/7,Евроремонт,Кирпичный,1 692,аренду
 Юнусабадский район,3,90,,7/9,Евроремонт,Кирпичный,1 400,аренду
 Юнусабадский район,2,65,,5/9,Евроремонт,Панельный,1 050,аренду
 Мирабадский район,2,100,,6/8, , ,1 500,аренду
 Юнусабадский район,2,55,,3/4,Евроремонт,Кирпичный,750,аренду
 Юнусабадский район,1,50,,2/9,Евроремонт,Панельный,600,аренду
 Юнусабадский район,1,45,,2/4,Евроремонт,Кирпичный,550,аренду
 Яккасарайский район,2,80,,3/10,Евроремонт,Кирпичный,1 200,аренду
 Мирабадский район,4,110,,4/9,Кондиционер,Холодильник,1 000,аренду
 Мирзо-Улугбекский район,3,80,,2/5,Черновая отделка,Панельный,350,аренду
 Мирзо-Улугбекский район,3,80,,2/5,Черновая отделка,Панельный,400,аренду
 Юнусабадский район,3,102,,6/9,Евроремонт,Кирпичный,1 000,аренду
 Мирабадский район,2,65,,4/9,Евроремонт,Панельный,650,аренду
 Юнусабадский район,2,65,,4/9,Евроремонт,Панельный,650,аренду
 Юнусабадский район,2,65,,4/9,Евроремонт,Панельный,650,аренду
 Шайхантахурский район,3,65,,6/7,Евроремонт,Кирпичный,2 000,аренду
 Шайхантахурский район,6+,157,,2/7,Евроремонт,Кирпичный,1 500,аренду
 Юнусабадский район,1,26,,2/4,Евроремонт,Кирпичный,350,аренду
 Юнусабадский район,6+,115,,3/4,Евроремонт,Кирпичный,1 300,аренду
 Юнусабадский район,1,38,,4/5,Черновая отделка,Панельный,300,аренду
 Мирабадский район,2,85,,2/6,Евроремонт,Кирпичный,1 300,аренду
 Мирзо-Улугбекский район,2,56,,5/25,Евроремонт,Кирпичный,1 200,аренду
 Шайхантахурский район,3,115,,4/9,Евроремонт,Кирпичный,3 500,аренду
 Шайхантахурский район,3,95,,6/7,Евроремонт,Кирпичный,2 500,аренду
 Мирабадский район,3,115,,2/10,Евроремонт,Кирпичный,1 800,аренду
 Шайхантахурский район,3,103,,6/9,Евроремонт,Кирпичный,2 200,аренду
 Мирзо-Улугбекский район,4,130,,5/9,Евроремонт,Кирпичный,2 500,аренду
 Шайхантахурский район,3,97,,4/9,Евроремонт,Кирпичный,2 400,аренду
