adress,rooms,size,floor,level,repair,wall,price
 Яшнободский район,3,76.0,1,3,Авторский проект,Кирпичный,700.0
 Юнусабадский район,2,60.0,2,4,Авторский проект,Кирпичный,900.0
 Учтепинский район,3,70.0,2,5,Средний,Кирпичный,400.0
 Сергелийский район,4,82.0,1,5,Евроремонт,Кирпичный,600.0
 Чиланзарский район,1,42.0,3,5,Средний,Кирпичный,350.0
 Яккасарайский район,2,72.0,7,9,Евроремонт,Панельный,1200.0
 Чиланзарский район,1,30.0,3,4,Авторский проект,Панельный,500.0
 Учтепинский район,2,45.0,1,4,Средний,Панельный,350.0
 Чиланзарский район,1,30.0,4,4,Средний,Панельный,300.0
 Мирзо-Улугбекский район,1,40.0,4,4,Средний,Кирпичный,400.0
 Юнусабадский район,2,70.0,3,4,Евроремонт,Кирпичный,850.0
 Учтепинский район,2,45.0,1,4,Средний,Кирпичный,350.0
 Мирзо-Улугбекский район,2,50.0,1,4,Евроремонт,Кирпичный,500.0
 Яшнободский район,3,70.0,6,9,Евроремонт,Панельный,500.0
 Юнусабадский район,2,50.0,6,9,Евроремонт,Панельный,700.0
 Мирзо-Улугбекский район,2,50.0,5,5,Средний,Кирпичный,450.0
 Чиланзарский район,2,48.0,4,4,Евроремонт,Панельный,400.0
 Олмазорский район,2,58.0,5,9,Евроремонт,Панельный,400.0
 Яшнободский район,1,35.0,4,4,Евроремонт,Панельный,280.0
 Чиланзарский район,2,50.0,4,4,Средний,Кирпичный,350.0
 Яшнободский район,1,35.0,4,4,Евроремонт,Панельный,300.0
 Чиланзарский район,4,134.0,3,8,Евроремонт,Кирпичный,1100.0
 Яшнободский район,1,40.0,8,8,Евроремонт,Панельный,300.0
 Яккасарайский район,3,93.0,4,8,Евроремонт,Кирпичный,1700.0
 Яккасарайский район,3,90.0,4,8,Евроремонт,Кирпичный,2000.0
 Мирабадский район,5,110.0,3,4,Евроремонт,Кирпичный,1500.0
 Мирзо-Улугбекский район,2,50.0,14,16,Евроремонт,Панельный,300.0
 Чиланзарский район,3,70.0,2,4,Евроремонт,Кирпичный,550.0
 Учтепинский район,2,50.0,4,4,Евроремонт,Кирпичный,500.0
 Яшнободский район,3,95.0,2,11,Авторский проект,Кирпичный,1500.0
 Шайхантахурский район,3,85.0,2,6,Средний,Монолитный,300.0
 Чиланзарский район,2,45.0,2,4,Евроремонт,Кирпичный,700.0
 Чиланзарский район,2,5.0,3,5,Евроремонт,Панельный,600.0
 Чиланзарский район,2,45.0,3,5,Евроремонт,Панельный,500.0
 Чиланзарский район,1,30.0,3,4,Евроремонт,Кирпичный,500.0
 Чиланзарский район,1,30.0,3,4,Евроремонт,Кирпичный,45.0
 Яшнободский район,2,42.0,3,9,Евроремонт,Кирпичный,500.0
 Юнусабадский район,2,60.0,5,9,Евроремонт,Панельный,1100.0
 Мирабадский район,3,75.0,8,9,Евроремонт,Панельный,1200.0
 Мирзо-Улугбекский район,3,76.0,3,4,Авторский проект,Кирпичный,2000.0
 Юнусабадский район,2,60.0,7,9,Евроремонт,Панельный,600.0
 Мирзо-Улугбекский район,2,56.0,2,4,Евроремонт,Кирпичный,1000.0
 Юнусабадский район,4,96.0,2,9,Евроремонт,Панельный,900.0
 Юнусабадский район,3,78.0,3,3,Евроремонт,Кирпичный,1000.0
 Мирзо-Улугбекский район,1,50.0,19,26,Авторский проект,Монолитный,1500.0
 Мирзо-Улугбекский район,2,65.0,7,9,Авторский проект,Кирпичный,1200.0
 Мирабадский район,3,73.0,8,12,Авторский проект,Кирпичный,2500.0
 Мирзо-Улугбекский район,1,36.0,1,4,Средний,Кирпичный,550.0
 Юнусабадский район,3,96.0,3,9,Евроремонт,Кирпичный,1100.0
 Юнусабадский район,3,80.0,2,9,Евроремонт,Панельный,900.0
 Шайхантахурский район,3,71.0,3,9,Евроремонт,Панельный,550.0
 Юнусабадский район,3,80.0,4,9,Евроремонт,Кирпичный,950.0
 Мирабадский район,4,105.0,6,9,Евроремонт,Панельный,800.0
 Учтепинский район,2,50.0,1,4,Средний,Панельный,300.0
 Юнусабадский район,2,58.0,4,5,Средний,Панельный,350.0
 Мирзо-Улугбекский район,3,90.0,1,5,Средний,Панельный,450.0
 Мирзо-Улугбекский район,3,90.0,1,5,Средний,Панельный,450.0
 Юнусабадский район,2,60.0,6,9,Авторский проект,Панельный,1200.0
 Мирзо-Улугбекский район,2,57.0,4,4,Евроремонт,Кирпичный,700.0
 Чиланзарский район,2,65.0,9,9,Средний,Монолитный,450.0
 Чиланзарский район,1,30.0,2,4,Евроремонт,Кирпичный,600.0
 Чиланзарский район,2,52.0,3,4,Евроремонт,Кирпичный,800.0
 Чиланзарский район,2,42.0,2,5,Средний,Кирпичный,250.0
 Учтепинский район,1,48.0,6,9,Авторский проект,Панельный,300.0
 Чиланзарский район,1,25.0,3,5,Средний,Кирпичный,250.0
 Учтепинский район,1,30.0,3,4,Средний,Кирпичный,250.0
 Мирзо-Улугбекский район,3,80.0,3,6,Евроремонт,Кирпичный,600.0
 Юнусабадский район,3,90.0,6,9,Евроремонт,Панельный,600.0
 Юнусабадский район,2,55.0,3,4,Евроремонт,Кирпичный,400.0
 Мирзо-Улугбекский район,1,50.0,4,4,Евроремонт,Кирпичный,800.0
 Мирабадский район,4,100.0,2,9,Евроремонт,Панельный,1200.0
 Яккасарайский район,2,55.0,6,9,Евроремонт,Кирпичный,900.0
 Яшнободский район,2,60.0,3,4,Евроремонт,Панельный,450.0
 Чиланзарский район,3,68.0,7,9,Евроремонт,Монолитный,550.0
 Мирабадский район,3,74.0,9,9,Евроремонт,Монолитный,900.0
 Чиланзарский район,3,68.0,7,9,Средний,Монолитный,550.0
 Чиланзарский район,1,32.0,3,4,Евроремонт,Кирпичный,400.0
 Мирзо-Улугбекский район,3,80.0,3,4,Евроремонт,Кирпичный,1500.0
 Яккасарайский район,3,72.0,3,4,Евроремонт,Кирпичный,700.0
 Шайхантахурский район,3,76.0,2,9,Евроремонт,Панельный,550.0
 Чиланзарский район,4,170.0,7,9,Евроремонт,Панельный,600.0
 Мирзо-Улугбекский район,3,75.0,2,7,Евроремонт,Кирпичный,850.0
 Мирзо-Улугбекский район,3,72.0,4,9,Средний,Панельный,350.0
 Мирабадский район,4,170.0,6,8,Евроремонт,Кирпичный,1700.0
 Юнусабадский район,3,87.0,9,9,Евроремонт,Кирпичный,1000.0
 Учтепинский район,2,50.0,1,4,Средний,Панельный,350.0
 Янгихаётский район,3,72.0,6,16,Средний,Монолитный,350.41
 Учтепинский район,2,50.0,2,4,Средний,Кирпичный,400.0
 Шайхантахурский район,2,50.0,5,9,Средний,Панельный,700.0
 Шайхантахурский район,2,50.0,6,9,Евроремонт,Панельный,800.0
 Чиланзарский район,2,70.0,16,18,Евроремонт,Монолитный,600.0
 Учтепинский район,2,45.0,4,9,Евроремонт,Монолитный,450.0
 Мирзо-Улугбекский район,1,40.0,1,5,Евроремонт,Панельный,400.0
 Яшнободский район,1,42.0,2,4,Средний,Кирпичный,250.0
 Яшнободский район,2,46.0,2,9,Авторский проект,Монолитный,500.0
 Шайхантахурский район,2,58.0,5,7,Евроремонт,Кирпичный,1700.0
 Мирабадский район,4,170.0,6,7,Евроремонт,Кирпичный,1700.0
